region_code,region_name,geographic_level,state,year,year_range,number_of_non_employing_businesses,number_of_employing_businesses_1_4_employees,number_of_employing_businesses_5_19_employees,number_of_employing_businesses_20_or_more_employees,total_number_of_businesses,number_of_non_employing_business_entries,number_of_employing_business_entries_1_4_employees,number_of_employing_business_entries_5_19_employees,number_of_employing_business_entries_20_or_more_employees,total_number_of_business_entries,number_of_non_employing_business_exits,number_of_employing_business_exits_1_4_employees,number_of_employing_business_exits_5_19_employees,number_of_employing_business_exits_20_or_more_employees,total_number_of_business_exits,agriculture_forestry_and_fishing,mining,manufacturing,electricity_gas_water_and_waste_services,construction,wholesale_trade,retail_trade,accommodation_and_food_services,transport_postal_and_warehousing,information_media_and_telecommunications,financial_and_insurance_services,rental_hiring_and_real_estate_services,professional_scientific_and_technical_services,administrative_and_support_services,public_administration_and_safety,education_and_training,health_care_and_social_assistance,arts_and_recreation_services,other_services,currently_unknown,number_of_businesses_with_turnover_of_zero_to_less_than_50k,number_of_businesses_with_turnover_of_50k_to_less_than_200k,number_of_businesses_with_turnover_of_200k_to_less_than_2m,number_of_businesses_with_turnover_of_2m_to_less_than_5m,number_of_businesses_with_turnover_of_5m_to_less_than_10m,number_of_businesses_with_turnover_of_10m_or_more,number_of_business_entries_with_turnover_of_zero_to_less_than_50k,number_of_business_entries_with_turnover_of_50k_to_less_than_200k,number_of_business_entries_with_turnover_of_200k_to_less_than_2m,number_of_business_entries_with_turnover_of_2m_to_less_than_5m,number_of_business_entries_with_turnover_of_5m_to_less_than_10m,number_of_business_entries_with_turnover_of_10m_or_more,number_of_business_exits_with_turnover_of_zero_to_less_than_50k,number_of_business_exits_with_turnover_of_50k_to_less_than_200k,number_of_business_exits_with_turnover_of_200k_to_less_than_2m,number_of_business_exits_with_turnover_of_2m_to_less_than_5m,number_of_business_exits_with_turnover_of_5m_to_less_than_10m,number_of_business_exits_with_turnover_of_10m_or_more,private_sector_houses,private_sector_dwellings_excluding_houses,total_private_sector_dwelling_units,total_dwelling_units,value_of_private_sector_houses,value_of_private_sector_dwellings_excluding_houses,total_value_of_private_sector_dwelling_units,value_of_residential_building,value_of_non_residential_building,value_of_total_building,number_of_established_house_transfers,median_price_of_established_house_transfers,number_of_attached_dwelling_transfers,median_price_of_attached_dwelling_transfers,debtors_entering_business_related_personal_insolvencies,debtors_entering_non_business_related_personal_insolvencies,total_debtors_entering_personal_insolvencies,managers,professionals,technicians_and_trades_workers,community_and_personal_service_workers,clerical_and_administrative_workers,sales_workers,machinery_operators_and_drivers,labourers,debtors_with_other_or_unknown_occupations,area_of_holding_total_area,dairy_cattle_total,meat_cattle_total,sheep_and_lambs_total,pigs_total,meat_chickens_total,broadacre_crops_total_area,vegetables_total_area,orchard_fruit_trees_and_nut_trees_total_area,agricultural_production_total_gross_value,crops_total_gross_value,livestock_slaughtered_and_other_disposals_total_gross_value,agriculture_forestry_and_fishing_pct,mining_pct,manufacturing_pct,electricity_gas_water_and_waste_services_pct,construction_pct,wholesale_trade_pct,retail_trade_pct,accommodation_and_food_services_pct,transport_postal_and_warehousing_pct,information_media_and_telecommunications_pct,financial_and_insurance_services_pct,rental_hiring_and_real_estate_services_pct,professional_scientific_and_technical_services_pct,administrative_and_support_services_pct,public_administration_and_safety_pct,education_and_training_pct,health_care_and_social_assistance_pct,arts_and_recreation_services_pct,other_services_pct,industry_of_employment_inadequately_described_or_not_stated_pct,total_persons_employed_aged_15_years_and_over,houses_additions,houses_removals,houses_total,townhouses_additions,townhouses_removals,townhouses_total,apartments_additions,apartments_removals,apartments_total,total_dwelling_additions,total_dwelling_removals,total_dwellings
120,Sydney - Inner West,sa4,NSW,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.0,1800000.0,3311.0,774000.0,76.0,177.0,252.0,32.0,38.0,32.0,36.0,37.0,23.0,23.0,22.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,223.0,42941.0,199.0,1.0,19910.0,2892.0,10.0,63758.0,3364.0,234.0,127479.0
120,Sydney - Inner West,sa4,NSW,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,1052.0,1344.0,1344.0,330.0,352.0,682.0,700.0,411.0,1111.0,1732.0,1592000.0,2452.0,750000.0,65.0,145.0,208.0,28.0,35.0,24.0,24.0,35.0,29.0,8.0,21.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,250.0,42999.0,157.0,2.0,20065.0,2180.0,9.0,65929.0,2661.0,261.0,129879.0
120,Sydney - Inner West,sa4,NSW,2020,2019-20,22475.0,9801.0,2610.0,614.0,35500.0,,,,,,,,,,,188.0,27.0,795.0,68.0,4985.0,1401.0,2141.0,1743.0,2677.0,568.0,1744.0,5367.0,6096.0,1716.0,102.0,672.0,3277.0,662.0,1241.0,30.0,9799.0,12106.0,11393.0,1279.0,465.0,458.0,,,,,,,,,,,,,243.0,1110.0,1353.0,1353.0,284.0,457.0,741.0,766.0,642.0,1408.0,1939.0,1785000.0,3091.0,770000.0,50.0,103.0,151.0,17.0,21.0,17.0,15.0,24.0,15.0,17.0,6.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0,256.0,43014.0,169.0,,20234.0,2382.0,44.0,68267.0,2822.0,300.0,132401.0
120,Sydney - Inner West,sa4,NSW,2021,2020-21,21346.0,11920.0,2696.0,620.0,36582.0,4151.0,1870.0,107.0,13.0,6141.0,3848.0,757.0,102.0,19.0,4726.0,203.0,27.0,826.0,71.0,5174.0,1433.0,2252.0,1867.0,2500.0,570.0,1842.0,5472.0,6289.0,1788.0,102.0,707.0,3451.0,641.0,1339.0,28.0,11049.0,12028.0,11401.0,1214.0,427.0,463.0,2504.0,2371.0,1196.0,42.0,15.0,13.0,2447.0,1429.0,735.0,52.0,24.0,13.0,309.0,1336.0,1645.0,1645.0,364.0,538.0,902.0,935.0,328.0,1263.0,2471.0,2000000.0,4014.0,800000.0,29.0,60.0,88.0,10.0,14.0,10.0,14.0,11.0,3.0,10.0,4.0,12.0,0.4,,,,,,,,,,,,0.2,0.1,3.8,0.6,6.4,2.9,7.8,5.8,3.5,3.4,8.7,2.3,13.8,3.4,5.5,9.2,13.3,2.0,2.8,4.5,158306.0,233.0,312.0,42935.0,136.0,5.0,20365.0,1056.0,4.0,69319.0,1425.0,321.0,133505.0
120,Sydney - Inner West,sa4,NSW,2022,2021-22,22066.0,11850.0,2642.0,619.0,37176.0,4577.0,1750.0,94.0,15.0,6428.0,3895.0,1200.0,155.0,12.0,5259.0,193.0,25.0,854.0,63.0,5343.0,1427.0,2345.0,1830.0,2331.0,590.0,1914.0,5542.0,6482.0,1738.0,103.0,768.0,3516.0,681.0,1408.0,22.0,10566.0,12561.0,11834.0,1309.0,444.0,467.0,2450.0,2647.0,1253.0,51.0,15.0,18.0,2449.0,1427.0,736.0,50.0,21.0,12.0,298.0,287.0,585.0,585.0,425.0,132.0,557.0,584.0,408.0,991.0,2430.0,2430000.0,3914.0,853500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,432.0,42757.0,160.0,4.0,20521.0,781.0,6.0,70094.0,1196.0,442.0,134259.0
120,Sydney - Inner West,sa4,NSW,2023,2022-23,23065.0,11285.0,2621.0,628.0,37599.0,4555.0,1581.0,77.0,14.0,6227.0,4278.0,1366.0,161.0,18.0,5823.0,194.0,24.0,856.0,64.0,5320.0,1442.0,2273.0,1771.0,2424.0,584.0,1978.0,5621.0,6531.0,1748.0,108.0,771.0,3710.0,732.0,1421.0,27.0,9651.0,12891.0,12566.0,1449.0,533.0,509.0,2055.0,2777.0,1310.0,59.0,13.0,13.0,2827.0,1823.0,1039.0,71.0,19.0,16.0,281.0,1453.0,1734.0,1734.0,433.0,606.0,1040.0,1059.0,648.0,1707.0,1921.0,2277500.0,3311.0,835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Sydney - Inner West,sa4,NSW,2024,2023-24,24042.0,10823.0,2648.0,689.0,38202.0,4992.0,1574.0,107.0,13.0,6681.0,4350.0,1170.0,139.0,20.0,5679.0,187.0,27.0,849.0,62.0,5407.0,1434.0,2247.0,1740.0,2493.0,562.0,2083.0,5722.0,6640.0,1783.0,115.0,751.0,3871.0,742.0,1457.0,27.0,9522.0,12882.0,13192.0,1492.0,558.0,556.0,2271.0,2961.0,1364.0,58.0,13.0,13.0,2595.0,1945.0,1018.0,78.0,25.0,21.0,322.0,698.0,1020.0,1020.0,537.0,393.0,930.0,962.0,365.0,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,sa4,NSW,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.0,,255.0,,,,,,,,,,0.2,0.3,4.7,0.6,4.3,5.4,7.6,4.9,2.5,4.7,10.8,2.3,17.8,3.4,4.1,8.4,11.5,1.6,2.8,2.2,191146.0,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,sa4,NSW,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,140.0,223.0,30.0,56.0,28.0,23.0,30.0,22.0,12.0,14.0,16.0,1361.0,,493.0,,,,,,,1.6,1.3,0.3,0.3,0.3,3.5,0.6,4.6,3.9,7.4,5.2,2.4,4.4,10.5,2.6,17.3,3.2,4.2,8.8,12.0,1.7,2.8,4.1,205725.0,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,sa4,NSW,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,129.0,200.0,23.0,49.0,23.0,18.0,23.0,23.0,11.0,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,348.0,78704.0,56.0,,12936.0,3557.0,,79098.0,4115.0,348.0,171122.0
121,Sydney - North Sydney and Hornsby,sa4,NSW,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3174.0,2135000.0,4727.0,930000.0,94.0,148.0,241.0,41.0,41.0,28.0,31.0,28.0,31.0,12.0,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,455.0,78729.0,103.0,3.0,13036.0,2663.0,5.0,81756.0,3246.0,463.0,173905.0
121,Sydney - North Sydney and Hornsby,sa4,NSW,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,2081.0,2552.0,2552.0,750.0,801.0,1552.0,1586.0,1288.0,2874.0,2832.0,1950000.0,3782.0,880400.0,78.0,134.0,213.0,36.0,48.0,27.0,26.0,27.0,18.0,10.0,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0,412.0,78898.0,227.0,5.0,13258.0,2301.0,11.0,84046.0,3109.0,428.0,176586.0
121,Sydney - North Sydney and Hornsby,sa4,NSW,2020,2019-20,35144.0,15888.0,4777.0,1468.0,57277.0,,,,,,,,,,,617.0,117.0,1198.0,140.0,4731.0,2450.0,2859.0,2068.0,2211.0,1112.0,5500.0,8275.0,14072.0,2561.0,107.0,1262.0,5387.0,901.0,1645.0,64.0,16065.0,17208.0,19362.0,2488.0,974.0,1180.0,,,,,,,,,,,,,513.0,921.0,1434.0,1434.0,762.0,410.0,1172.0,1201.0,1418.0,2619.0,3217.0,2125000.0,4697.0,917750.0,65.0,96.0,154.0,37.0,34.0,24.0,17.0,24.0,9.0,4.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,410.0,78958.0,181.0,4.0,13435.0,1639.0,38.0,85647.0,2290.0,452.0,178424.0
121,Sydney - North Sydney and Hornsby,sa4,NSW,2021,2020-21,33676.0,18812.0,4913.0,1493.0,58894.0,5711.0,2325.0,158.0,37.0,8231.0,5219.0,990.0,149.0,40.0,6398.0,614.0,133.0,1257.0,146.0,4886.0,2486.0,3019.0,2162.0,1949.0,1166.0,5769.0,8571.0,14481.0,2579.0,97.0,1334.0,5558.0,902.0,1721.0,64.0,17759.0,17470.0,19227.0,2372.0,893.0,1173.0,3584.0,3001.0,1516.0,71.0,16.0,43.0,3646.0,1664.0,931.0,74.0,30.0,36.0,498.0,1133.0,1631.0,1633.0,862.0,461.0,1322.0,1370.0,1699.0,3069.0,4200.0,2502500.0,5832.0,963650.0,31.0,45.0,79.0,18.0,18.0,5.0,5.0,9.0,,,4.0,4.0,608.6,,384.0,2.9,,,,,,1.1,0.8,0.2,0.3,0.2,3.3,0.6,4.9,3.4,6.9,4.5,2.4,3.6,11.5,2.6,18.0,2.8,4.3,9.0,13.4,1.6,2.6,4.1,217473.0,427.0,454.0,78931.0,142.0,7.0,13570.0,1747.0,53.0,87341.0,2316.0,514.0,180226.0
121,Sydney - North Sydney and Hornsby,sa4,NSW,2022,2021-22,34875.0,18706.0,4877.0,1500.0,59962.0,6221.0,2076.0,128.0,42.0,8459.0,5121.0,1519.0,179.0,41.0,6856.0,626.0,124.0,1258.0,130.0,5133.0,2487.0,3117.0,2098.0,1790.0,1169.0,5800.0,8955.0,14633.0,2587.0,98.0,1374.0,5836.0,898.0,1786.0,53.0,17438.0,17562.0,20287.0,2432.0,985.0,1253.0,3535.0,3250.0,1535.0,78.0,27.0,42.0,3644.0,1660.0,930.0,74.0,32.0,35.0,599.0,1412.0,2011.0,2012.0,1020.0,731.0,1751.0,1795.0,679.0,2474.0,3811.0,2997499.5,5926.0,1086000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,617.0,78741.0,84.0,3.0,13651.0,818.0,38.0,88121.0,1329.0,658.0,180897.0
121,Sydney - North Sydney and Hornsby,sa4,NSW,2023,2022-23,36019.0,17520.0,4808.0,1576.0,59923.0,5811.0,1867.0,137.0,29.0,7844.0,5671.0,1664.0,204.0,50.0,7589.0,586.0,125.0,1233.0,129.0,5174.0,2476.0,3088.0,2091.0,1867.0,1117.0,5843.0,9013.0,14485.0,2542.0,92.0,1382.0,5909.0,917.0,1804.0,50.0,16060.0,17815.0,20970.0,2664.0,1027.0,1387.0,2808.0,3353.0,1573.0,64.0,21.0,25.0,4053.0,2077.0,1282.0,94.0,40.0,36.0,566.0,1321.0,1887.0,1943.0,996.0,822.0,1819.0,1892.0,778.0,2670.0,3173.0,2801000.0,4865.0,1025000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sydney - North Sydney and Hornsby,sa4,NSW,2024,2023-24,37408.0,16823.0,4765.0,1652.0,60648.0,6393.0,1976.0,147.0,32.0,8546.0,5793.0,1412.0,221.0,63.0,7489.0,564.0,112.0,1234.0,127.0,5296.0,2472.0,3039.0,2090.0,2018.0,1132.0,5936.0,9213.0,14617.0,2525.0,88.0,1360.0,6052.0,933.0,1821.0,31.0,15998.0,17939.0,21395.0,2856.0,1052.0,1408.0,3108.0,3550.0,1762.0,77.0,30.0,25.0,3783.0,2172.0,1321.0,115.0,33.0,55.0,509.0,1139.0,1648.0,1648.0,987.0,925.0,1912.0,1981.0,1086.0,3066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sydney - Northern Beaches,sa4,NSW,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.0,,9.0,2856.0,,,,,,,,,0.2,0.2,6.3,0.7,8.2,6.4,9.7,5.5,2.9,3.8,6.9,2.3,13.2,3.8,4.1,7.8,10.1,1.8,3.9,2.3,121635.0,,,,,,,,,,,,
122,Sydney - Northern Beaches,sa4,NSW,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,127.0,210.0,29.0,26.0,31.0,18.0,29.0,26.0,12.0,19.0,12.0,32556.0,,8403.0,1927.0,,,1816.0,,,8.3,3.8,4.4,0.3,0.2,4.4,0.6,8.9,4.1,9.1,6.0,2.8,3.6,6.7,2.4,13.2,3.8,4.2,8.5,10.7,2.0,3.7,4.8,129682.0,,,,,,,,,,,,
122,Sydney - Northern Beaches,sa4,NSW,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,115.0,189.0,25.0,25.0,31.0,23.0,23.0,19.0,15.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,158.0,57467.0,58.0,,9105.0,312.0,11.0,35215.0,790.0,169.0,102020.0
122,Sydney - Northern Beaches,sa4,NSW,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.0,1800000.0,2281.0,920000.0,67.0,97.0,162.0,19.0,31.0,28.0,18.0,19.0,21.0,14.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,217.0,57694.0,53.0,,9158.0,337.0,2.0,35550.0,837.0,219.0,102638.0
122,Sydney - Northern Beaches,sa4,NSW,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,239.0,578.0,579.0,404.0,91.0,495.0,522.0,307.0,829.0,2095.0,1700000.0,1980.0,850000.0,56.0,106.0,157.0,42.0,11.0,19.0,10.0,24.0,25.0,13.0,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0,231.0,58062.0,58.0,,9216.0,1121.0,4.0,36667.0,1782.0,235.0,104185.0
122,Sydney - Northern Beaches,sa4,NSW,2020,2019-20,18208.0,9936.0,2717.0,606.0,31467.0,,,,,,,,,,,265.0,26.0,1163.0,77.0,5380.0,1301.0,1817.0,1115.0,1355.0,678.0,1776.0,3608.0,6830.0,1509.0,75.0,795.0,1763.0,627.0,1277.0,30.0,7523.0,10771.0,11191.0,1220.0,396.0,366.0,,,,,,,,,,,,,363.0,227.0,590.0,590.0,420.0,82.0,501.0,513.0,195.0,709.0,2409.0,1850450.0,2207.0,950000.0,46.0,88.0,135.0,25.0,17.0,15.0,15.0,12.0,13.0,10.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0,218.0,58218.0,31.0,,9247.0,153.0,6.0,36814.0,558.0,224.0,104519.0
122,Sydney - Northern Beaches,sa4,NSW,2021,2020-21,17302.0,11611.0,2805.0,615.0,32333.0,2913.0,1333.0,66.0,8.0,4320.0,2751.0,539.0,76.0,15.0,3381.0,280.0,24.0,1196.0,86.0,5553.0,1284.0,1859.0,1189.0,1232.0,686.0,1819.0,3676.0,7065.0,1586.0,69.0,807.0,1836.0,680.0,1378.0,28.0,8592.0,10806.0,11015.0,1176.0,388.0,356.0,1744.0,1754.0,792.0,23.0,5.0,,1720.0,1072.0,539.0,27.0,9.0,17.0,438.0,479.0,917.0,917.0,578.0,234.0,812.0,841.0,271.0,1112.0,3037.0,2313000.0,2738.0,1065000.0,28.0,25.0,53.0,9.0,15.0,15.0,,4.0,,,4.0,4.0,142.6,,,,,,55.5,0.1,,3.7,3.7,,0.3,0.2,4.3,0.7,9.5,3.4,8.5,5.5,2.7,3.0,7.2,2.5,14.3,3.4,4.0,8.7,11.8,1.8,3.4,4.7,136223.0,337.0,248.0,58307.0,90.0,20.0,9317.0,200.0,24.0,36990.0,630.0,292.0,104857.0
122,Sydney - Northern Beaches,sa4,NSW,2022,2021-22,18060.0,11532.0,2901.0,635.0,33129.0,3220.0,1193.0,62.0,8.0,4486.0,2744.0,800.0,88.0,15.0,3644.0,293.0,21.0,1220.0,91.0,5722.0,1278.0,1848.0,1220.0,1115.0,692.0,1901.0,3888.0,7180.0,1630.0,67.0,843.0,1934.0,706.0,1461.0,25.0,8242.0,11022.0,11718.0,1324.0,436.0,389.0,1647.0,1966.0,842.0,31.0,5.0,5.0,1721.0,1071.0,539.0,27.0,11.0,14.0,471.0,262.0,733.0,733.0,744.0,158.0,902.0,912.0,354.0,1266.0,2634.0,2800000.0,2574.0,1250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,301.0,58411.0,26.0,,9343.0,62.0,4.0,37048.0,497.0,305.0,105049.0
122,Sydney - Northern Beaches,sa4,NSW,2023,2022-23,18376.0,10959.0,2917.0,673.0,32925.0,2907.0,1097.0,76.0,10.0,4090.0,3103.0,971.0,122.0,12.0,4208.0,276.0,24.0,1178.0,98.0,5722.0,1230.0,1806.0,1203.0,1123.0,692.0,1916.0,3825.0,7128.0,1621.0,69.0,842.0,1989.0,731.0,1428.0,24.0,7339.0,10953.0,12269.0,1441.0,476.0,447.0,1244.0,1934.0,869.0,26.0,12.0,5.0,2003.0,1387.0,745.0,37.0,6.0,11.0,419.0,477.0,896.0,896.0,670.0,273.0,942.0,989.0,246.0,1234.0,2038.0,2415000.0,1972.0,1120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sydney - Northern Beaches,sa4,NSW,2024,2023-24,19069.0,10680.0,2957.0,726.0,33432.0,3358.0,1106.0,83.0,9.0,4557.0,3036.0,793.0,126.0,11.0,3966.0,283.0,24.0,1162.0,104.0,5772.0,1224.0,1812.0,1193.0,1166.0,680.0,1964.0,3916.0,7303.0,1636.0,73.0,845.0,2101.0,730.0,1447.0,20.0,7210.0,11145.0,12562.0,1519.0,517.0,479.0,1413.0,2173.0,912.0,34.0,7.0,10.0,1766.0,1408.0,745.0,29.0,11.0,7.0,311.0,554.0,865.0,865.0,681.0,509.0,1190.0,1249.0,472.0,1721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Sydney - Outer South West,sa4,NSW,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21421.0,4054.0,8185.0,2171.0,1.0,2903886.0,,,,,,,0.7,0.6,13.0,1.3,8.4,5.0,10.7,5.5,7.8,1.4,4.0,1.5,4.7,3.2,6.4,7.7,10.5,1.3,3.9,2.5,110147.0,,,,,,,,,,,,
123,Sydney - Outer South West,sa4,NSW,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,396.0,450.0,32.0,29.0,60.0,52.0,66.0,42.0,79.0,59.0,49.0,15275.0,5490.0,3714.0,4543.0,377.0,1682092.0,,,,95.9,26.0,54.6,0.7,0.6,8.7,1.1,10.4,3.5,10.5,5.8,7.4,1.3,3.9,1.6,4.8,3.3,6.4,8.1,11.6,1.2,3.7,5.4,121806.0,,,,,,,,,,,,
123,Sydney - Outer South West,sa4,NSW,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,390.0,457.0,37.0,21.0,75.0,57.0,55.0,40.0,67.0,56.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.0,55.0,78473.0,335.0,3.0,11178.0,647.0,2.0,3852.0,3164.0,60.0,93553.0
123,Sydney - Outer South West,sa4,NSW,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.0,680000.0,706.0,480000.0,73.0,403.0,477.0,36.0,36.0,63.0,78.0,68.0,37.0,67.0,63.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085.0,109.0,80449.0,468.0,226.0,11420.0,139.0,,3991.0,2692.0,335.0,95910.0
123,Sydney - Outer South West,sa4,NSW,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.0,638.0,2831.0,2872.0,704.0,164.0,868.0,890.0,356.0,1246.0,3147.0,632000.0,466.0,435000.0,64.0,355.0,416.0,44.0,24.0,57.0,35.0,67.0,31.0,61.0,64.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.0,106.0,83024.0,503.0,51.0,11872.0,221.0,,4212.0,3405.0,157.0,99158.0
123,Sydney - Outer South West,sa4,NSW,2020,2019-20,10851.0,6449.0,1826.0,442.0,19568.0,,,,,,,,,,,399.0,23.0,935.0,70.0,4624.0,672.0,1123.0,615.0,2944.0,115.0,561.0,1696.0,1900.0,923.0,90.0,336.0,1115.0,282.0,1127.0,18.0,5104.0,6569.0,6596.0,755.0,290.0,254.0,,,,,,,,,,,,,1768.0,847.0,2615.0,2661.0,563.0,208.0,771.0,793.0,687.0,1481.0,3581.0,650000.0,533.0,445000.0,59.0,276.0,332.0,32.0,30.0,44.0,34.0,54.0,24.0,54.0,44.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921.0,100.0,84845.0,276.0,2.0,12146.0,256.0,,4468.0,2453.0,102.0,101509.0
123,Sydney - Outer South West,sa4,NSW,2021,2020-21,10506.0,7663.0,1951.0,428.0,20548.0,2293.0,1319.0,75.0,,3689.0,2142.0,562.0,86.0,11.0,2801.0,409.0,26.0,934.0,80.0,4854.0,710.0,1251.0,687.0,2828.0,130.0,584.0,1768.0,2016.0,1006.0,85.0,350.0,1253.0,310.0,1252.0,15.0,5816.0,6542.0,6837.0,809.0,287.0,257.0,1450.0,1453.0,763.0,18.0,4.0,3.0,1435.0,883.0,496.0,19.0,5.0,3.0,2097.0,552.0,2649.0,2669.0,728.0,149.0,877.0,890.0,363.0,1253.0,5235.0,712500.0,857.0,485000.0,34.0,142.0,171.0,8.0,15.0,28.0,20.0,14.0,17.0,20.0,24.0,27.0,17878.5,3740.8,7284.3,5141.6,437.3,1387367.3,299.4,631.6,39.7,89.3,35.2,38.7,0.7,0.5,8.0,1.1,10.8,3.2,10.0,5.2,7.3,1.1,3.6,1.4,5.1,3.0,6.4,8.7,14.0,1.0,3.6,5.1,132941.0,1839.0,100.0,86584.0,530.0,,12676.0,166.0,,4634.0,2535.0,100.0,103944.0
123,Sydney - Outer South West,sa4,NSW,2022,2021-22,11459.0,7983.0,1992.0,488.0,21923.0,2811.0,1333.0,76.0,7.0,4230.0,2058.0,803.0,82.0,17.0,2957.0,439.0,22.0,982.0,78.0,5305.0,733.0,1353.0,726.0,2814.0,139.0,652.0,1899.0,2129.0,1066.0,96.0,388.0,1393.0,307.0,1381.0,10.0,5851.0,7317.0,7269.0,898.0,304.0,288.0,1514.0,1840.0,841.0,33.0,3.0,4.0,1432.0,885.0,495.0,21.0,5.0,3.0,1534.0,520.0,2054.0,2124.0,598.0,154.0,752.0,784.0,500.0,1285.0,4633.0,865500.0,902.0,540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.0,192.0,88023.0,228.0,,12904.0,396.0,,5030.0,2255.0,192.0,106007.0
