region_code,region_name,geographic_level,state,year,year_range,number_of_non_employing_businesses,number_of_employing_businesses_1_4_employees,number_of_employing_businesses_5_19_employees,number_of_employing_businesses_20_or_more_employees,total_number_of_businesses,number_of_non_employing_business_entries,number_of_employing_business_entries_1_4_employees,number_of_employing_business_entries_5_19_employees,number_of_employing_business_entries_20_or_more_employees,total_number_of_business_entries,number_of_non_employing_business_exits,number_of_employing_business_exits_1_4_employees,number_of_employing_business_exits_5_19_employees,number_of_employing_business_exits_20_or_more_employees,total_number_of_business_exits,agriculture_forestry_and_fishing,mining,manufacturing,electricity_gas_water_and_waste_services,construction,wholesale_trade,retail_trade,accommodation_and_food_services,transport_postal_and_warehousing,information_media_and_telecommunications,financial_and_insurance_services,rental_hiring_and_real_estate_services,professional_scientific_and_technical_services,administrative_and_support_services,public_administration_and_safety,education_and_training,health_care_and_social_assistance,arts_and_recreation_services,other_services,currently_unknown,number_of_businesses_with_turnover_of_zero_to_less_than_50k,number_of_businesses_with_turnover_of_50k_to_less_than_200k,number_of_businesses_with_turnover_of_200k_to_less_than_2m,number_of_businesses_with_turnover_of_2m_to_less_than_5m,number_of_businesses_with_turnover_of_5m_to_less_than_10m,number_of_businesses_with_turnover_of_10m_or_more,number_of_business_entries_with_turnover_of_zero_to_less_than_50k,number_of_business_entries_with_turnover_of_50k_to_less_than_200k,number_of_business_entries_with_turnover_of_200k_to_less_than_2m,number_of_business_entries_with_turnover_of_2m_to_less_than_5m,number_of_business_entries_with_turnover_of_5m_to_less_than_10m,number_of_business_entries_with_turnover_of_10m_or_more,number_of_business_exits_with_turnover_of_zero_to_less_than_50k,number_of_business_exits_with_turnover_of_50k_to_less_than_200k,number_of_business_exits_with_turnover_of_200k_to_less_than_2m,number_of_business_exits_with_turnover_of_2m_to_less_than_5m,number_of_business_exits_with_turnover_of_5m_to_less_than_10m,number_of_business_exits_with_turnover_of_10m_or_more,private_sector_houses,private_sector_dwellings_excluding_houses,total_private_sector_dwelling_units,total_dwelling_units,value_of_private_sector_houses,value_of_private_sector_dwellings_excluding_houses,total_value_of_private_sector_dwelling_units,value_of_residential_building,value_of_non_residential_building,value_of_total_building,number_of_established_house_transfers,median_price_of_established_house_transfers,number_of_attached_dwelling_transfers,median_price_of_attached_dwelling_transfers,debtors_entering_business_related_personal_insolvencies,debtors_entering_non_business_related_personal_insolvencies,total_debtors_entering_personal_insolvencies,managers,professionals,technicians_and_trades_workers,community_and_personal_service_workers,clerical_and_administrative_workers,sales_workers,machinery_operators_and_drivers,labourers,debtors_with_other_or_unknown_occupations,area_of_holding_total_area,dairy_cattle_total,meat_cattle_total,sheep_and_lambs_total,pigs_total,meat_chickens_total,broadacre_crops_total_area,vegetables_total_area,orchard_fruit_trees_and_nut_trees_total_area,agricultural_production_total_gross_value,crops_total_gross_value,livestock_slaughtered_and_other_disposals_total_gross_value,agriculture_forestry_and_fishing_pct,mining_pct,manufacturing_pct,electricity_gas_water_and_waste_services_pct,construction_pct,wholesale_trade_pct,retail_trade_pct,accommodation_and_food_services_pct,transport_postal_and_warehousing_pct,information_media_and_telecommunications_pct,financial_and_insurance_services_pct,rental_hiring_and_real_estate_services_pct,professional_scientific_and_technical_services_pct,administrative_and_support_services_pct,public_administration_and_safety_pct,education_and_training_pct,health_care_and_social_assistance_pct,arts_and_recreation_services_pct,other_services_pct,industry_of_employment_inadequately_described_or_not_stated_pct,total_persons_employed_aged_15_years_and_over,houses_additions,houses_removals,houses_total,townhouses_additions,townhouses_removals,townhouses_total,apartments_additions,apartments_removals,apartments_total,total_dwelling_additions,total_dwelling_removals,total_dwellings
AUS,Australia,national,AUS,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388994482.0,2512921.0,23973058.0,69933468.0,2257779.0,75494429.0,,,,,,,2.5,1.8,9.0,1.1,8.2,4.0,10.5,6.5,4.8,1.8,3.8,1.6,7.3,3.2,6.9,8.0,11.6,1.5,3.8,2.3,10058325.0,,,,,,,,,,,,
AUS,Australia,national,AUS,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8082.0,22029.0,30107.0,2962.0,2562.0,4534.0,3359.0,3702.0,2609.0,3271.0,3862.0,3258.0,371078257.0,2665074.0,22306275.0,67543092.0,2294245.0,90052117.0,22012205.0,,,55994.0,27341.6,20622.5,2.5,1.7,6.4,1.1,8.5,2.9,9.9,6.9,4.7,1.7,3.6,1.7,7.3,3.4,6.7,8.7,12.6,1.7,3.7,4.4,10683844.0,,,,,,,,,,,,
AUS,Australia,national,AUS,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7551.0,23336.0,30889.0,3038.0,2689.0,4742.0,3643.0,3846.0,2726.0,3213.0,3853.0,3143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113258.0,18542.0,7279135.0,31729.0,480.0,1261457.0,73838.0,564.0,1464325.0,218884.0,19586.0,10022775.0
AUS,Australia,national,AUS,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319481.0,550000.0,157331.0,534995.0,7572.0,24722.0,32299.0,3211.0,3082.0,4811.0,3931.0,3961.0,2802.0,3522.0,4119.0,2862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113930.0,21657.0,7371408.0,33346.0,919.0,1293884.0,66330.0,605.0,1530050.0,213652.0,23181.0,10213246.0
AUS,Australia,national,AUS,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110689.0,74655.0,185344.0,187751.0,42838.0,24049.0,66887.0,69192.0,47331.0,116523.0,279464.0,545000.0,127333.0,500000.0,6895.0,20591.0,27481.0,2827.0,2725.0,4113.0,3207.0,3340.0,2327.0,2995.0,3760.0,2201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122142.0,20697.0,7472853.0,32571.0,712.0,1325743.0,60705.0,985.0,1589770.0,215556.0,22394.0,10406408.0
AUS,Australia,national,AUS,2020,2019-20,1441105.0,599516.0,213218.0,60609.0,2314448.0,,,,,,,,,,,171700.0,8002.0,83426.0,7604.0,394742.0,78963.0,138478.0,100585.0,201918.0,22609.0,107943.0,263973.0,300508.0,101560.0,7076.0,35150.0,149025.0,31991.0,106397.0,2798.0,613032.0,752765.0,779836.0,96209.0,34491.0,38115.0,,,,,,,,,,,,,104183.0,67613.0,171796.0,174528.0,41006.0,22652.0,63658.0,66174.0,52455.0,118628.0,293437.0,561000.0,140514.0,530000.0,5597.0,15480.0,21076.0,2228.0,2088.0,3090.0,2550.0,2445.0,1586.0,2274.0,2717.0,2103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105671.0,22123.0,7556401.0,27873.0,842.0,1352774.0,58921.0,1255.0,1647436.0,192514.0,24220.0,10574702.0
AUS,Australia,national,AUS,2021,2020-21,1410049.0,711364.0,220427.0,60414.0,2402254.0,254149.0,102564.0,7670.0,1097.0,365480.0,226996.0,41052.0,7965.0,1661.0,277674.0,173031.0,8036.0,86075.0,7961.0,411236.0,81047.0,147533.0,105861.0,196800.0,23602.0,113023.0,272123.0,314642.0,106892.0,7003.0,37141.0,159780.0,33704.0,114274.0,2490.0,689620.0,761346.0,782804.0,96227.0,34320.0,37937.0,154133.0,141475.0,65982.0,2398.0,725.0,767.0,141469.0,85375.0,45438.0,3203.0,1035.0,1154.0,145890.0,72227.0,218117.0,221974.0,56468.0,25522.0,81990.0,85417.0,55964.0,141382.0,402346.0,610000.0,198101.0,562950.0,2825.0,7806.0,10627.0,1125.0,985.0,1387.0,1202.0,1085.0,695.0,1105.0,1305.0,1745.0,387264588.8,2382840.5,22048333.2,68047401.8,2577596.9,111189113.0,26249248.2,127623.7,202486.1,70856.9,39932.1,22467.6,2.3,1.8,5.9,1.1,8.9,2.6,9.1,6.5,4.5,1.4,3.7,1.6,7.8,3.2,6.6,8.8,14.5,1.6,3.6,4.4,12049410.0,105525.0,22661.0,7639265.0,27296.0,703.0,1379367.0,49548.0,1325.0,1695659.0,182405.0,24689.0,10732418.0
AUS,Australia,national,AUS,2022,2021-22,1521428.0,727457.0,226968.0,63871.0,2539724.0,325373.0,106697.0,8915.0,1570.0,442555.0,228972.0,63292.0,10875.0,1946.0,305085.0,175079.0,8369.0,89237.0,8307.0,435288.0,81899.0,157574.0,110590.0,210075.0,24620.0,119722.0,285988.0,329244.0,117915.0,7497.0,40538.0,173752.0,36680.0,125209.0,2141.0,686701.0,813207.0,849402.0,108650.0,39182.0,42582.0,176038.0,182198.0,78686.0,3407.0,1074.0,1152.0,141469.0,85375.0,45438.0,3203.0,1035.0,1154.0,123404.0,74897.0,198301.0,202250.0,56241.0,28585.0,84826.0,88684.0,59625.0,148308.0,390743.0,720000.0,204540.0,590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116605.0,25986.0,7729884.0,23166.0,743.0,1401790.0,34213.0,487.0,1729385.0,174147.0,27216.0,10879349.0
AUS,Australia,national,AUS,2023,2022-23,1585693.0,703467.0,231259.0,69454.0,2589873.0,297302.0,99446.0,8359.0,1258.0,406365.0,297269.0,74347.0,12715.0,2061.0,386392.0,174471.0,8473.0,90174.0,8582.0,444419.0,82560.0,155755.0,110175.0,218662.0,24757.0,123266.0,290103.0,336214.0,120630.0,7488.0,40828.0,185260.0,37649.0,127986.0,2421.0,638893.0,845884.0,895806.0,117843.0,43729.0,47718.0,135042.0,186266.0,80056.0,3126.0,1023.0,852.0,180940.0,125241.0,72539.0,4892.0,1418.0,1362.0,106086.0,68594.0,174680.0,177641.0,55699.0,30878.0,86576.0,90489.0,69427.0,159916.0,310666.0,730000.0,168591.0,585000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,Australia,national,AUS,2024,2023-24,1663837.0,693558.0,232200.0,73403.0,2662998.0,325420.0,99864.0,9236.0,1498.0,436018.0,281059.0,66978.0,12673.0,2183.0,362893.0,172248.0,8589.0,90476.0,8767.0,452820.0,82037.0,156938.0,111654.0,237506.0,24885.0,129031.0,298772.0,344357.0,124039.0,7642.0,42083.0,199763.0,38486.0,131077.0,1828.0,644604.0,864086.0,931592.0,125445.0,46417.0,50854.0,147920.0,195992.0,86594.0,3547.0,1095.0,870.0,162505.0,124020.0,68862.0,4807.0,1354.0,1345.0,103971.0,56802.0,160773.0,163505.0,58374.0,27622.0,85996.0,90104.0,66114.0,156218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New South Wales,state,NSW,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53566048.0,317523.0,4665136.0,25394950.0,480371.0,28499153.0,,,,,,,2.2,1.0,8.4,1.1,7.3,4.4,10.3,6.7,4.9,2.3,5.0,1.6,7.9,3.3,6.1,7.9,11.6,1.5,3.7,2.5,3138332.0,,,,,,,,,,,,
1,New South Wales,state,NSW,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.0,6761.0,8855.0,847.0,769.0,1295.0,1049.0,1086.0,761.0,913.0,1160.0,976.0,53438094.0,323148.0,4674553.0,25968194.0,488252.0,30107903.0,5870061.0,,,13085.8,6897.2,4390.7,2.1,0.9,5.8,0.9,8.4,3.1,9.7,7.1,4.7,2.2,4.9,1.8,8.1,3.5,6.0,8.4,12.5,1.5,3.7,4.7,3380336.0,,,,,,,,,,,,
1,New South Wales,state,NSW,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.0,6773.0,8619.0,819.0,703.0,1241.0,1096.0,1089.0,766.0,933.0,1090.0,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27974.0,4539.0,2060977.0,7667.0,48.0,366004.0,27802.0,100.0,676273.0,63466.0,4687.0,3112186.0
1,New South Wales,state,NSW,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94859.0,675000.0,52755.0,675000.0,1915.0,7325.0,9233.0,885.0,895.0,1235.0,1252.0,1125.0,765.0,1030.0,1205.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27405.0,5830.0,2082552.0,7927.0,238.0,373693.0,29914.0,65.0,706122.0,65269.0,6133.0,3171322.0
1,New South Wales,state,NSW,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28141.0,29505.0,57646.0,57982.0,11928.0,9548.0,21477.0,22005.0,16865.0,38871.0,80138.0,650000.0,39253.0,651000.0,1815.0,6115.0,7926.0,823.0,785.0,1097.0,953.0,941.0,681.0,893.0,1125.0,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32929.0,6010.0,2109471.0,9564.0,101.0,383156.0,32120.0,122.0,738120.0,74725.0,6233.0,3239814.0
1,New South Wales,state,NSW,2020,2019-20,470966.0,225070.0,70491.0,19719.0,786246.0,,,,,,,,,,,52088.0,1567.0,26642.0,2466.0,131301.0,28533.0,46258.0,34008.0,66666.0,9225.0,40954.0,89262.0,109755.0,35051.0,2657.0,12950.0,50690.0,11282.0,33987.0,904.0,203999.0,257665.0,265416.0,32547.0,11980.0,14639.0,,,,,,,,,,,,,24546.0,23608.0,48154.0,48748.0,10714.0,7623.0,18337.0,18954.0,17540.0,36494.0,88709.0,680000.0,47559.0,670000.0,1498.0,4602.0,6104.0,646.0,582.0,860.0,764.0,741.0,471.0,661.0,784.0,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25924.0,8005.0,2127390.0,7109.0,263.0,390002.0,26948.0,272.0,764796.0,59986.0,8540.0,3291260.0
1,New South Wales,state,NSW,2021,2020-21,457432.0,267680.0,72797.0,19694.0,817603.0,85411.0,39860.0,2598.0,382.0,128251.0,77065.0,16135.0,2659.0,585.0,96444.0,52802.0,1569.0,27530.0,2606.0,138030.0,29366.0,49149.0,36151.0,63707.0,9585.0,43088.0,92266.0,114979.0,36921.0,2650.0,13774.0,54267.0,11869.0,36495.0,799.0,230912.0,259905.0,267900.0,32686.0,11868.0,14332.0,51726.0,50021.0,24917.0,989.0,293.0,305.0,47967.0,29956.0,16220.0,1190.0,413.0,506.0,30426.0,29193.0,59619.0,60213.0,13897.0,10277.0,24174.0,24976.0,19995.0,44971.0,126192.0,750000.0,66910.0,695000.0,829.0,2449.0,3279.0,350.0,322.0,398.0,362.0,330.0,212.0,352.0,413.0,552.0,53822773.8,282659.1,4147594.8,24711533.7,543335.5,39149834.9,7680246.8,14142.5,56258.1,18009.5,11063.3,5044.7,2.0,1.0,5.5,1.0,8.6,2.8,9.0,6.2,4.6,1.8,5.3,1.7,8.9,3.2,6.1,8.7,14.4,1.4,3.4,4.6,3684158.0,23993.0,6678.0,2144705.0,8233.0,79.0,398156.0,20325.0,300.0,784821.0,52559.0,7057.0,3336762.0
1,New South Wales,state,NSW,2022,2021-22,486578.0,272838.0,74786.0,20525.0,854727.0,100853.0,39288.0,2885.0,439.0,143465.0,77096.0,24480.0,3405.0,655.0,105636.0,53928.0,1564.0,28451.0,2739.0,146571.0,29668.0,51369.0,37308.0,63265.0,9954.0,45905.0,97001.0,120198.0,38998.0,2740.0,14582.0,58264.0,12563.0,38991.0,668.0,226742.0,276036.0,286672.0,36333.0,13228.0,15716.0,52319.0,60666.0,28305.0,1300.0,444.0,431.0,48170.0,30028.0,16270.0,1189.0,418.0,501.0,29299.0,25664.0,54963.0,55574.0,15376.0,9483.0,24859.0,25615.0,16778.0,42393.0,113915.0,929000.0,63331.0,747000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26310.0,8845.0,2162170.0,7135.0,65.0,405226.0,12680.0,168.0,797333.0,46201.0,9078.0,3373885.0
1,New South Wales,state,NSW,2023,2022-23,509549.0,264129.0,75435.0,21838.0,870951.0,97443.0,37466.0,2753.0,432.0,138094.0,94407.0,29529.0,4201.0,648.0,128785.0,53816.0,1618.0,28529.0,2787.0,149387.0,29551.0,51087.0,37125.0,66624.0,9991.0,47270.0,98186.0,122210.0,40252.0,2763.0,14839.0,61415.0,13035.0,39721.0,745.0,210293.0,283688.0,304654.0,39717.0,15030.0,17569.0,44671.0,62187.0,29250.0,1187.0,453.0,346.0,58885.0,42432.0,24575.0,1690.0,466.0,502.0,24844.0,27005.0,51849.0,52313.0,14888.0,11521.0,26409.0,27291.0,20464.0,47755.0,86359.0,950000.0,51287.0,730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,New South Wales,state,NSW,2024,2023-24,537650.0,259979.0,75508.0,23423.0,896560.0,107583.0,38157.0,3016.0,470.0,149226.0,91717.0,26292.0,4116.0,653.0,122778.0,53235.0,1641.0,28776.0,2835.0,153172.0,29613.0,51192.0,37508.0,71450.0,10078.0,49854.0,101312.0,125848.0,41309.0,2835.0,15212.0,65958.0,13317.0,40826.0,589.0,212331.0,289666.0,317150.0,42610.0,15979.0,18725.0,48741.0,66503.0,31827.0,1378.0,432.0,369.0,53579.0,42343.0,24061.0,1724.0,476.0,526.0,22579.0,19290.0,41869.0,42530.0,14487.0,9760.0,24247.0,25297.0,19196.0,44493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Victoria,state,VIC,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11490619.0,1569337.0,2049542.0,14497623.0,495737.0,16625799.0,,,,,,,2.3,0.4,10.7,1.1,8.3,4.5,10.8,6.1,4.7,2.0,4.1,1.4,7.8,3.3,5.3,8.0,11.6,1.7,3.6,2.4,2530628.0,,,,,,,,,,,,
2,Victoria,state,VIC,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648.0,4265.0,5915.0,635.0,516.0,869.0,666.0,758.0,544.0,588.0,703.0,635.0,10676372.0,1664933.0,1819057.0,13064743.0,562120.0,22683096.0,3012041.0,,,13080.0,4836.3,4642.5,2.2,0.3,7.8,1.1,8.3,3.2,10.2,6.6,4.8,1.9,3.9,1.6,7.9,3.4,5.3,8.6,12.5,1.9,3.6,4.7,2736127.0,,,,,,,,,,,,
2,Victoria,state,VIC,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.0,4365.0,5891.0,617.0,541.0,877.0,691.0,757.0,513.0,567.0,727.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33179.0,6589.0,1883067.0,10651.0,26.0,344043.0,21266.0,43.0,326098.0,65127.0,6658.0,2557877.0
2,Victoria,state,VIC,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84584.0,605000.0,51395.0,556000.0,1473.0,4327.0,5803.0,635.0,574.0,877.0,657.0,744.0,514.0,599.0,733.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36673.0,7720.0,1912020.0,11562.0,63.0,355542.0,17944.0,71.0,343971.0,66194.0,7854.0,2616217.0
2,Victoria,state,VIC,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36698.0,23267.0,59965.0,60332.0,15231.0,8117.0,23348.0,23907.0,13667.0,37574.0,70625.0,600000.0,39685.0,535000.0,1255.0,3467.0,4719.0,575.0,490.0,685.0,520.0,589.0,427.0,477.0,617.0,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39624.0,7092.0,1944552.0,12136.0,60.0,367618.0,12726.0,168.0,356529.0,64489.0,7320.0,2673386.0
2,Victoria,state,VIC,2020,2019-20,404541.0,156224.0,54277.0,15950.0,630992.0,,,,,,,,,,,38505.0,834.0,21722.0,2129.0,108931.0,22466.0,40361.0,29271.0,61367.0,6507.0,30037.0,69115.0,82000.0,28349.0,1918.0,9602.0,39311.0,9571.0,28250.0,746.0,173206.0,205878.0,206061.0,25676.0,9362.0,10809.0,,,,,,,,,,,,,36077.0,23998.0,60075.0,60502.0,14948.0,8873.0,23821.0,24390.0,16267.0,40658.0,72601.0,620000.0,42773.0,570000.0,1079.0,2686.0,3771.0,423.0,397.0,569.0,419.0,429.0,289.0,421.0,459.0,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37576.0,6765.0,1975363.0,11113.0,87.0,378644.0,15759.0,447.0,371841.0,64489.0,7299.0,2730576.0
2,Victoria,state,VIC,2021,2020-21,395038.0,188122.0,56386.0,15961.0,655507.0,73246.0,26298.0,1871.0,272.0,101687.0,64070.0,10070.0,1910.0,432.0,76482.0,38560.0,845.0,22450.0,2234.0,114177.0,23071.0,43795.0,30752.0,59806.0,6795.0,31357.0,71321.0,85373.0,29918.0,1886.0,10020.0,42070.0,10000.0,30409.0,668.0,198990.0,208585.0,203349.0,24776.0,9203.0,10604.0,43751.0,39349.0,17541.0,605.0,190.0,251.0,40137.0,23090.0,11719.0,928.0,292.0,314.0,46194.0,21223.0,67417.0,68718.0,18794.0,7676.0,26470.0,27457.0,15195.0,42651.0,88058.0,665000.0,54858.0,615000.0,524.0,1282.0,1804.0,186.0,152.0,242.0,204.0,203.0,123.0,193.0,214.0,283.0,11391332.5,1446834.3,2129819.3,15360673.2,496916.0,19387004.6,3735576.0,31740.3,58992.9,17542.3,8163.4,5577.5,2.1,0.3,7.0,1.1,9.4,2.8,9.4,6.2,4.7,1.6,4.1,1.5,8.4,3.1,5.6,8.8,14.1,1.7,3.5,4.6,3162893.0,37321.0,6947.0,2005737.0,11248.0,158.0,389734.0,17559.0,589.0,388811.0,66137.0,7694.0,2789019.0
2,Victoria,state,VIC,2022,2021-22,447783.0,191649.0,57394.0,16385.0,713211.0,111588.0,27631.0,2292.0,509.0,142020.0,63554.0,16405.0,2815.0,514.0,83288.0,38747.0,911.0,23166.0,2320.0,121927.0,23174.0,49259.0,32719.0,72532.0,7080.0,33211.0,75525.0,88912.0,36323.0,2219.0,11725.0,46658.0,11254.0,34981.0,568.0,212001.0,228608.0,222461.0,27894.0,10333.0,11914.0,63316.0,55901.0,21197.0,938.0,295.0,373.0,40110.0,23079.0,11710.0,923.0,288.0,312.0,39562.0,24686.0,64248.0,66177.0,18807.0,9930.0,28736.0,30164.0,17658.0,47822.0,88853.0,780000.0,55112.0,629925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38797.0,8656.0,2035878.0,9066.0,134.0,398666.0,11295.0,104.0,400002.0,59204.0,8894.0,2839329.0
2,Victoria,state,VIC,2023,2022-23,461440.0,181121.0,58635.0,18171.0,719367.0,87669.0,24459.0,2116.0,345.0,114589.0,97729.0,19568.0,3142.0,492.0,120931.0,38655.0,915.0,23601.0,2426.0,123873.0,23633.0,47125.0,31906.0,72918.0,7062.0,34273.0,76957.0,90909.0,35170.0,2118.0,11395.0,49972.0,11221.0,34594.0,644.0,190794.0,238246.0,235113.0,30533.0,11470.0,13211.0,38817.0,53617.0,20818.0,833.0,256.0,248.0,58909.0,38299.0,21085.0,1408.0,436.0,399.0,34144.0,20514.0,54658.0,55388.0,18655.0,9289.0,27944.0,29052.0,19999.0,49051.0,69460.0,750000.0,44824.0,595000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Victoria,state,VIC,2024,2023-24,483514.0,176808.0,58542.0,19051.0,737915.0,97510.0,24345.0,2322.0,411.0,124588.0,84794.0,17016.0,3226.0,576.0,105612.0,38024.0,933.0,23381.0,2489.0,125033.0,23029.0,48208.0,32372.0,79105.0,6980.0,35763.0,79477.0,92404.0,36018.0,2162.0,11879.0,53942.0,11425.0,34803.0,488.0,191049.0,244569.0,243891.0,32545.0,12025.0,13798.0,43670.0,57021.0,22364.0,925.0,303.0,256.0,49863.0,35360.0,18297.0,1329.0,409.0,388.0,33237.0,18313.0,51550.0,51816.0,19488.0,8767.0,28254.0,29090.0,18186.0,47275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Queensland,state,QLD,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134215307.0,157977.0,11771898.0,3530501.0,630873.0,15499253.0,,,,,,,2.7,2.6,8.4,1.2,9.0,3.6,10.7,7.0,5.3,1.2,2.7,1.8,6.5,3.2,6.7,7.9,11.9,1.4,3.9,2.4,2039276.0,,,,,,,,,,,,
3,Queensland,state,QLD,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606.0,6486.0,9090.0,876.0,770.0,1356.0,996.0,1101.0,826.0,1076.0,1206.0,880.0,127550908.0,154843.0,10390122.0,1814782.0,559018.0,18431345.0,2104273.0,,,13216.9,5829.0,6878.8,2.8,2.3,6.0,1.1,9.0,2.6,9.9,7.3,5.1,1.2,2.5,2.0,6.3,3.5,6.6,9.0,13.0,1.6,3.9,4.3,2136450.0,,,,,,,,,,,,
3,Queensland,state,QLD,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313.0,6838.0,9148.0,882.0,778.0,1468.0,1023.0,1142.0,843.0,968.0,1178.0,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24602.0,2217.0,1502110.0,8174.0,23.0,235243.0,15859.0,64.0,271704.0,48635.0,2304.0,2010628.0
3,Queensland,state,QLD,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70150.0,490000.0,28230.0,390000.0,2305.0,7111.0,9418.0,932.0,883.0,1443.0,1113.0,1139.0,863.0,1042.0,1185.0,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24595.0,2481.0,1524224.0,7998.0,67.0,243174.0,12354.0,62.0,283996.0,44947.0,2610.0,2052965.0
3,Queensland,state,QLD,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21436.0,11154.0,32590.0,33162.0,7710.0,3509.0,11219.0,11830.0,8656.0,20486.0,63439.0,490000.0,25334.0,389000.0,2106.0,6109.0,8216.0,770.0,777.0,1290.0,961.0,1049.0,711.0,887.0,1148.0,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24413.0,2364.0,1546273.0,5862.0,20.0,249016.0,8984.0,119.0,292861.0,39268.0,2503.0,2089730.0
