reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,scope1_tco2e,scope2_tco2e,total_emissions_tco2e,emission_intensity,grid_connected,grid,primary_fuel,important_notes,year_range,matched_name,matched_address,state_1,latitude,longitude
CS ENERGY LIMITED,CORPORATE TOTAL,C,N/A,53764246.0,14934513.0,13131335.0,152244.0,13283579.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
CWF HOLDINGS PTY LTD,COLLGAR WIND FARM,F,WA,2566405.0,712890.0,227.0,611.0,838.0,0.001175496920983602,On,SWIS,Wind,N/A,2014-15,Collgar Renewables,"1008 Hay St, Perth WA 6000, Australia",WA,-31.9509006,115.8496117
CWF HOLDINGS PTY LTD,CORPORATE TOTAL,C,N/A,2566405.0,712890.0,227.0,611.0,838.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
CWP RENEWABLES PTY LTD,BOCO ROCK WIND FARM PTY LTD,F,NSW,751603.0,208779.0,55.0,720.0,775.0,0.003712059163038428,On,NEM,Wind,N/A,2014-15,Boco Rock Wind Farm,"Avon Lake Rd, Springfield NSW 2630, Australia",NSW,-36.5769554,149.125867
CWP RENEWABLES PTY LTD,TARALGA WIND FARM PTY LTD,F,NSW,265563.0,73768.0,20.0,128.0,148.0,0.0020062899902396703,On,NEM,Wind,N/A,2014-15,Taralga Wind Farm,"Old Showground Rd, Taralga NSW 2580, Australia",NSW,-34.423710400000004,149.8258649
CWP RENEWABLES PTY LTD,CORPORATE TOTAL,C,N/A,1017166.0,282546.0,75.0,848.0,923.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
DELTA ELECTRICITY,BROWN MOUNTAIN POWER STATION,F,NSW,48431.0,13453.0,6.0,0.0,6.0,0.00044599717535122275,On,NEM,Hydro,N/A,2014-15,Brown Mountain Power Station,"Snowy Mountains Hwy, Bemboka NSW 2550, Australia",NSW,-36.6098991,149.4800741
DELTA ELECTRICITY,COLONGRA PS,F,NSW,258467.0,71796.0,41565.0,3913.0,45478.0,0.6334336174717254,On,NEM,Gas,N/A,2014-15,Colongra Power Station,"321 Scenic Dr, Colongra NSW 2262, Australia",NSW,-33.2094402,151.5457289
DELTA ELECTRICITY,VALES POINT POWER STATION,F,NSW,24972675.0,6936854.0,6020229.0,47711.0,6067940.0,0.8747394712358081,On,NEM,Black Coal,N/A,2014-15,Vales Point Power Station,"200 Vales Rd, Mannering Park NSW 2259, Australia",NSW,-33.1620493,151.54072209999998
DELTA ELECTRICITY,CORPORATE TOTAL,C,N/A,25279573.0,7022104.0,6061800.0,51624.0,6113424.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
DIAMANTINA HOLDING COMPANY PTY LIMITED,DIAMANTINA POWER STATION,F,QLD,5410680.0,1502967.0,613667.0,95.0,613762.0,0.4083669169050285,On,Mt Isa,Gas,N/A,2014-15,APA Group - Diamantina Power Station,"Lot 10 Diamantina Developmental Road, Mount Isa QLD 4825, Australia",QLD,-20.7830295,139.4829711
DIAMANTINA HOLDING COMPANY PTY LIMITED,CORPORATE TOTAL,C,N/A,5410680.0,1502967.0,613667.0,95.0,613762.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
ECOGEN HOLDINGS PTY LTD,JEERALANG POWER STATION,F,VIC,79794.0,22165.0,15640.0,6730.0,22370.0,1.0092488157004287,On,NEM,Gas,N/A,2014-15,Yallourn Power Station,"Eastern Rd, Yallourn VIC 3825, Australia",VIC,-38.1814386,146.3479385
ECOGEN HOLDINGS PTY LTD,NEWPORT POWER STATION,F,VIC,342893.0,95248.0,52641.0,24749.0,77390.0,0.8125104989081136,On,NEM,Gas,N/A,2014-15,Newport Power Station,"Newport Power Station, Newport VIC 3015, Australia",VIC,-37.8411815,144.8944409
ECOGEN HOLDINGS PTY LTD,CORPORATE TOTAL,C,N/A,422687.0,117413.0,68281.0,31479.0,99760.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
ELECTRICITY GENERATION AND RETAIL CORPORATION,ALBANY WIND FARM,F,WA,347600.0,96556.0,13.0,7.0,20.0,0.00020713368407970504,On,SWIS,Wind,N/A,2014-15,Albany Wind Farm,"WQMX+MV, Sandpatch WA 6330, Australia",WA,-35.065865599999995,117.7996621
ELECTRICITY GENERATION AND RETAIL CORPORATION,BREMER BAY WIND DIESEL SYSTEM,FA,WA,6664.0,1851.0,220.0,3.0,223.0,0.12047541869259859,On,SWIS,Wind/Diesel,N/A,2014-15,Bremer Bay Windmill,"Bremer Bay WA 6338, Australia",WA,-34.3990373,119.3915706
ELECTRICITY GENERATION AND RETAIL CORPORATION,COCKBURN POWER STATION,F,WA,2369340.0,658150.0,260404.0,0.0,260404.0,0.3956605637012839,On,SWIS,Gas,N/A,2014-15,Cockburn Power Station,"Naval Base WA 6165, Australia",WA,-32.2003779,115.7740725
ELECTRICITY GENERATION AND RETAIL CORPORATION,COLLIE POWER STATION,F,WA,8061797.0,2239388.0,2024283.0,3244.0,2027527.0,0.905393348539869,On,SWIS,Black Coal,N/A,2014-15,Collie Power Station,"Boys Home Road, Palmer WA 6225, Australia",WA,-33.341898,116.2622544
ELECTRICITY GENERATION AND RETAIL CORPORATION,CORAL BAY WIND DIESEL SYSTEM,FA,WA,12118.0,3366.0,1813.0,0.0,1813.0,0.5386215092097445,Off,Off-grid,Wind/Diesel,N/A,2014-15,Coral Bay Wind Farm,"Coral Bay WA 6701, Australia",WA,-23.1542889,113.7720547
ELECTRICITY GENERATION AND RETAIL CORPORATION,DENHAM WIND FARM,F,WA,6871.0,1909.0,0.0,1.0,1.0,0.0005238344683080147,Off,Off-grid,Wind,N/A,2014-15,Albany Wind Farm,"WQMX+MV, Sandpatch WA 6330, Australia",WA,-35.065865599999995,117.7996621
ELECTRICITY GENERATION AND RETAIL CORPORATION,ESPERANCE WIND FARM,F,WA,52851.0,14681.0,0.0,8.0,8.0,0.0005449220080375997,Off,Off-grid,Wind,N/A,2014-15,Shark Lake Road Wind Farm,"Shark Lake Rd, Monjingup WA 6450, Australia",WA,-33.7597698,121.8398793
ELECTRICITY GENERATION AND RETAIL CORPORATION,GERALDTON GAS TURBINE STATION,F,WA,80.0,22.0,29.0,0.0,29.0,1.3181818181818181,On,SWIS,Gas,N/A,2014-15,Great Southern Fuel Supplies - Geraldton,"1662 Shenton St, Beachlands WA 6530, Australia",WA,-28.7834104,114.5963857
ELECTRICITY GENERATION AND RETAIL CORPORATION,HOPETOUN WIND DIESEL SYSTEM,FA,WA,19713.0,5476.0,2671.0,0.0,2671.0,0.48776479181884586,Off,Off-grid,Wind/Diesel,N/A,2014-15,Albany Wind Farm,"WQMX+MV, Sandpatch WA 6330, Australia",WA,-35.065865599999995,117.7996621
ELECTRICITY GENERATION AND RETAIL CORPORATION,KALBARRI PHOTOVOLTAIC,F,WA,81.0,23.0,0.0,4.0,4.0,0.17391304347826086,On,SWIS,Solar,N/A,2014-15,Kalbarri Skywalk,"West Loop Lookout Road, Kalbarri National Park WA 6536, Australia",WA,-27.5548406,114.4339709
ELECTRICITY GENERATION AND RETAIL CORPORATION,KALBARRI WIND FARM,F,WA,15140.0,4206.0,0.0,6.0,6.0,0.0014265335235378032,On,SWIS,Wind,N/A,2014-15,Kalbarri Wind Farm,"Yallabatharra WA 6535, Australia",WA,-27.8983075,114.1945476
ELECTRICITY GENERATION AND RETAIL CORPORATION,KALGOORLIE GAS TURBINE STATION,F,WA,6739.0,1872.0,1751.0,0.0,1751.0,0.9353632478632479,On,SWIS,Gas,N/A,2014-15,TransAlta Energy,"Lot 224 Bulong Rd, Kalgoorlie WA 6430, Australia",WA,-30.7378489,121.5065039
ELECTRICITY GENERATION AND RETAIL CORPORATION,KWINANA POWER STATION,F,WA,3520116.0,977810.0,602488.0,700.0,603188.0,0.6168764892975118,On,SWIS,Gas,N/A,2014-15,Synergy - Cockburn Site,"22 Leath Rd, Naval Base WA 6165, Australia",WA,-32.2002686,115.7759049
ELECTRICITY GENERATION AND RETAIL CORPORATION,MUJA POWER STATION,F,WA,13831474.0,3842076.0,3744318.0,1655.0,3745973.0,0.9749866998987006,On,SWIS,Black Coal,N/A,2014-15,Muja Power Station,"Muja WA 6225, Australia",WA,-33.446204,116.3065633
ELECTRICITY GENERATION AND RETAIL CORPORATION,MUNGARRA GAS TURBINE STATION,F,WA,348804.0,96890.0,82909.0,0.0,82909.0,0.8557023428630406,On,SWIS,Gas,N/A,2014-15,Mungarra Power Station,"3305 Walkaway-Nangetty Rd, West Casuarinas WA 6630, Australia",WA,-28.887904,115.118193
ELECTRICITY GENERATION AND RETAIL CORPORATION,PINJAR GAS TURBINE STATION,F,WA,1670548.0,464041.0,376980.0,0.0,376980.0,0.8123851125223849,On,SWIS,Gas,N/A,2014-15,Pinjar Power Station,"1330 Perry Rd, Pinjar WA 6078, Australia",WA,-31.5579338,115.8200809
ELECTRICITY GENERATION AND RETAIL CORPORATION,SOUTH WEST COGENERATION JOINT VENTURE,F,WA,3568929.0,991369.0,623890.0,37.0,623927.0,0.6293589975074871,On,SWIS,Gas,N/A,2014-15,Bluewaters Power Station,"Boys Home Rd, Collie WA 6225, Australia",WA,-33.3297691,116.2265472
ELECTRICITY GENERATION AND RETAIL CORPORATION,CORPORATE TOTAL,C,N/A,33838865.0,9399685.0,7721769.0,5665.0,7727434.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
ELECTRICITY NETWORKS CORPORATION,RAVENSTHORPE POWER STATION,F,WA,701.0,195.0,138.0,0.0,138.0,0.7076923076923077,On,SWIS,Liquid Fuel,N/A,2014-15,Ravensthorpe Nickel Mine,"Lot 12/1269 South Coast Hwy, Ravensthorpe WA 6346, Australia",WA,-33.6442246,120.3831758
ELECTRICITY NETWORKS CORPORATION,CORPORATE TOTAL,C,N/A,701.0,195.0,138.0,0.0,138.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
ENERGEX LIMITED,ENERGY IMPACT - BROMELTON PEAK GENERATION PLANT,F,QLD,6745.0,1874.0,1402.0,427.0,1829.0,0.9759871931696905,On,NEM,Liquid Fuel,N/A,2014-15,,,,,
ENERGEX LIMITED,ENERGY IMPACT - GENERATION,F,QLD,4125.0,1146.0,799.0,0.0,799.0,0.6972076788830716,On,NEM,Liquid Fuel,N/A,2014-15,Energy Impact Partners,"600 3rd Ave, New York, NY 10016, USA",NY,40.7492843,-73.9757158
ENERGEX LIMITED,CORPORATE TOTAL,C,N/A,10870.0,3019.0,2201.0,427.0,2628.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
ENERGY DEVELOPMENTS LIMITED,APPIN CSM POWER STATION,F,NSW,588901.0,163584.0,124621.0,85.0,124706.0,0.7623361697965572,On,NEM,Coal Seam Methane,N/A,2014-15,Appin East Colliery,"Colliery Rd, Appin NSW 2560, Australia",NSW,-34.2102928,150.7926483
ENERGY DEVELOPMENTS LIMITED,ARDYALOON REMOTE POWER STATION,F,WA,6385.0,1774.0,1275.0,0.0,1275.0,0.7187147688838782,Off,Off-grid,Liquid Fuel,N/A,2014-15,Ardyaloon Power station,"Dampier Peninsula WA 6725, Australia",WA,-16.444357999999998,123.0413828
ENERGY DEVELOPMENTS LIMITED,BEAGLE BAY REMOTE POWER STATION,F,WA,5835.0,1621.0,1151.0,0.0,1151.0,0.7100555212831585,Off,Off-grid,Liquid Fuel,N/A,2014-15,Beagle Bay Power Station,"Dampier Peninsula WA 6725, Australia",WA,-16.9939781,122.6583783
ENERGY DEVELOPMENTS LIMITED,BELROSE AND GRANGE AVENUE LFG POWER STATIONS,FA,NSW,46595.0,12943.0,815.0,6.0,821.0,0.06343197094954801,On,NEM,Landfill Gas,N/A,2014-15,Ausgrid Belrose Substation,"113 Prince Charles Rd, Belrose NSW 2085, Australia",NSW,-33.7387447,151.2211385
ENERGY DEVELOPMENTS LIMITED,BERWICK LFG POWER STATION,F,VIC,86977.0,24160.0,1539.0,810.0,2349.0,0.09722682119205298,On,NEM,Landfill Gas,N/A,2014-15,EDL Energy,"Clayton South VIC 3169, Australia",VIC,-37.9504849,145.118993
ENERGY DEVELOPMENTS LIMITED,BIDYADANGA REMOTE POWER STAITON,F,WA,10466.0,2907.0,2094.0,0.0,2094.0,0.7203302373581011,Off,Off-grid,Liquid Fuel,N/A,2014-15,Bidyadanga Aboriginal Community,"Bidyadanga Rd, Lagrange WA 6725, Australia",WA,-18.6848174,121.7769432
ENERGY DEVELOPMENTS LIMITED,BROADMEADOWS LFG POWER STATION,F,VIC,69413.0,19281.0,1230.0,10.0,1240.0,0.06431201701156579,On,NEM,Landfill Gas,N/A,2014-15,,,,,
ENERGY DEVELOPMENTS LIMITED,BROOKLYN LFG POWER STATION,F,VIC,61195.0,16999.0,1054.0,5.0,1059.0,0.06229778222248367,On,NEM,Landfill Gas,N/A,2014-15,Barker Inlet Power Station,"Torrens Island SA 5015, Australia",SA,-34.8043219,138.5249106
ENERGY DEVELOPMENTS LIMITED,BROOME LNG POWER STATION,F,WA,485698.0,134916.0,82255.0,0.0,82255.0,0.6096756500340953,Off,Off-grid,Gas/Diesel,N/A,2014-15,Gorgon LNG Plant,"Barrow Island, WA 6712, Australia",WA,-20.7897338,115.4507827
ENERGY DEVELOPMENTS LIMITED,BROWNS PLAINS LFG POWER STATION,F,QLD,40383.0,11218.0,712.0,4.0,716.0,0.06382599393831342,On,NEM,Landfill Gas,N/A,2014-15,Browns Plains Power Station,"Heritage Park QLD 4118, Australia",QLD,-27.6719357,153.06632349999998
ENERGY DEVELOPMENTS LIMITED,CENTURY POWER STATION,FA,QLD,4393.0,1220.0,848.0,0.0,848.0,0.6950819672131148,On,Mt Isa,Diesel,N/A,2014-15,Mount Piper Power Station,"LOT 363 Boulder Rd, Blackmans Flat NSW 2790, Australia",NSW,-33.358008,150.0320006
ENERGY DEVELOPMENTS LIMITED,CLAYTON LFG POWER STATION,F,VIC,290315.0,80643.0,4503.0,321.0,4824.0,0.05981920315464454,On,NEM,Landfill Gas,N/A,2014-15,EDL Energy,"Clayton South VIC 3169, Australia",VIC,-37.9504849,145.118993
ENERGY DEVELOPMENTS LIMITED,COOBER PEDY REMOTE POWER STATION,F,SA,42860.0,11906.0,8348.0,0.0,8348.0,0.7011590794557366,Off,Off-grid,Diesel,N/A,2014-15,Coober Pedy Power Station,"Potch Gully Rd, Coober Pedy SA 5723, Australia",SA,-29.019396,134.7692443
ENERGY DEVELOPMENTS LIMITED,CUE REMOTE POWER STATION,F,WA,6804.0,1890.0,1363.0,0.0,1363.0,0.7211640211640211,Off,Off-grid,Liquid Fuel,N/A,2014-15,Cue Power,"197 Richmond Rd, Richmond SA 5033, Australia",SA,-34.942032999999995,138.5619848
ENERGY DEVELOPMENTS LIMITED,DERBY LNG POWER STATION,F,WA,128739.0,35761.0,18528.0,0.0,18528.0,0.5181063169374458,Off,Off-grid,Gas/Diesel,N/A,2014-15,EDL Powerstation,"Derby WA 6728, Australia",WA,-17.3138846,123.6444269
ENERGY DEVELOPMENTS LIMITED,DJARANDJIN REMOTE POWER STATION,F,WA,5837.0,1621.0,1157.0,0.0,1157.0,0.7137569401603948,Off,Off-grid,Liquid Fuel,N/A,2014-15,Djarindjin Aboriginal Corporation Office,"Dampier Peninsula WA 6725, Australia",WA,-16.5146361,122.8951602
ENERGY DEVELOPMENTS LIMITED,EASTERN CREEK LFG POWER STATION,F,NSW,58449.0,16236.0,931.0,3.0,934.0,0.057526484355752645,On,NEM,Landfill Gas,N/A,2014-15,Pine Creek Power Station,"496 Kakadu Hwy, Pine Creek NT 0847, Australia",NT,-13.7848991,131.86164879999998
ENERGY DEVELOPMENTS LIMITED,EDL LFG (VIC),FA,VIC,28317.0,7866.0,502.0,7.0,509.0,0.06470887363335875,On,NEM,Landfill Gas,N/A,2014-15,EDL Energy,"Clayton South VIC 3169, Australia",VIC,-37.9504849,145.118993
ENERGY DEVELOPMENTS LIMITED,FITZROY CROSSING LNG POWER STATION,F,WA,52066.0,14463.0,7074.0,0.0,7074.0,0.4891101431238332,Off,Off-grid,Gas/Diesel,N/A,2014-15,,,,,
ENERGY DEVELOPMENTS LIMITED,GASCOYNE JUNCTION REMOTE POWER STATION,F,WA,2847.0,791.0,603.0,0.0,603.0,0.7623261694058154,Off,Off-grid,Liquid Fuel,N/A,2014-15,Gascoyne Junction Remote Community School,"36 Gregory St, Gascoyne Junction WA 6705, Australia",WA,-25.0532594,115.2087399
ENERGY DEVELOPMENTS LIMITED,GERMAN CREEK CMM POWER STATION,F,QLD,1101467.0,305963.0,166630.0,0.0,166630.0,0.5446083349947543,On,NEM,Waste Coal Mine Gas,N/A,2014-15,German creek coal mine,"Tieri Rd, Middlemount QLD 4746, Australia",QLD,-22.9297962,148.5514373
ENERGY DEVELOPMENTS LIMITED,GLENNIES CREEK POWER STATION,F,NSW,326588.0,90719.0,53189.0,5.0,53194.0,0.5863600789250323,On,NEM,Waste Coal Mine Gas,N/A,2014-15,Origin Energy Eraring Power Station,"Rocky Point Rd, Eraring NSW 2264, Australia",NSW,-33.0653926,151.5196425
ENERGY DEVELOPMENTS LIMITED,HALLS CREEK LNG POWER STATION,F,WA,41237.0,11455.0,6357.0,0.0,6357.0,0.5549541684853776,Off,Off-grid,Gas/Diesel,N/A,2014-15,Pine Creek Power Station,"496 Kakadu Hwy, Pine Creek NT 0847, Australia",NT,-13.7848991,131.86164879999998
ENERGY DEVELOPMENTS LIMITED,HIGHBURY AND TEA TREE GULLY POWER STATIONS,FA,SA,12141.0,3373.0,220.0,42.0,262.0,0.07767565965016306,On,NEM,Landfill Gas,N/A,2014-15,Barker Inlet Power Station,"Torrens Island SA 5015, Australia",SA,-34.8043219,138.5249106
ENERGY DEVELOPMENTS LIMITED,JACKS GULLY LFG POWER STATION,F,NSW,56366.0,15657.0,991.0,1.0,992.0,0.0633582423197292,On,NEM,Landfill Gas,N/A,2014-15,LGI Mugga Lane Power Plant,"Mugga Ln, Symonston ACT 2609, Australia",ACT,-35.3953142,149.1452244
ENERGY DEVELOPMENTS LIMITED,KARUMBA POWER STATION,F,QLD,51753.0,14376.0,9935.0,8.0,9943.0,0.6916388425153033,Off,Off-grid,Diesel,N/A,2014-15,Koombooloomba Hydro Power Station,"Koombooloomba QLD 4872, Australia",QLD,-17.8317112,145.60335650000002
ENERGY DEVELOPMENTS LIMITED,LAVERTON REMOTE POWER STATION,F,WA,13825.0,3840.0,2685.0,0.0,2685.0,0.69921875,Off,Off-grid,Liquid Fuel,N/A,2014-15,Snowy Hydro Laverton Power Station,"147-161 Cherry Ln, Laverton North VIC 3026, Australia",VIC,-37.8411247,144.7885356
ENERGY DEVELOPMENTS LIMITED,LEONORA REMOTE POWER STATION,F,WA,32000.0,8889.0,6446.0,0.0,6446.0,0.7251659354258072,Off,Off-grid,Gas,N/A,2014-15,Energy Developments Leonora,"Mount Ida Road, Leonora WA 6438, Australia",WA,-28.8809895,121.3220966
ENERGY DEVELOPMENTS LIMITED,LOOMA POWER STATION,FA,WA,9329.0,2591.0,2076.0,0.0,2076.0,0.8012350443844075,Off,Off-grid,Gas/Diesel,N/A,2014-15,Yarnima Power Station,"Newman WA 6753, Australia",WA,-23.3435575,119.7109647
ENERGY DEVELOPMENTS LIMITED,LUCAS HEIGHTS 1 LFG POWER STATION,F,NSW,81911.0,22753.0,1447.0,3.0,1450.0,0.06372786006240935,On,NEM,Landfill Gas,N/A,2014-15,,,,,
ENERGY DEVELOPMENTS LIMITED,LUCAS HEIGHTS 2 LFG POWER STATION,F,NSW,363270.0,100908.0,6422.0,3.0,6425.0,0.06367185951559837,On,NEM,Landfill Gas,N/A,2014-15,,,,,
ENERGY DEVELOPMENTS LIMITED,MCARTHUR RIVER POWER STATION,F,NT,1028823.0,285784.0,132182.0,0.0,132182.0,0.46252414410883746,Off,Off-grid,Gas,N/A,2014-15,McArthur River mine,"McArthur NT 0852, Australia",NT,-16.434555,136.0913391
ENERGY DEVELOPMENTS LIMITED,MEEKATHARRA REMOTE POWER STATION,F,WA,23382.0,6495.0,4675.0,0.0,4675.0,0.7197844495765974,Off,Off-grid,Liquid Fuel,N/A,2014-15,"Meekatharra Accommodation Centre, Caravan Park and Roadhouse","119 Main St, Meekatharra WA 6642, Australia",WA,-26.5965807,118.4931421
ENERGY DEVELOPMENTS LIMITED,MENZIES REMOTE POWER STATION,F,WA,2620.0,728.0,560.0,0.0,560.0,0.7692307692307693,Off,Off-grid,Liquid Fuel,N/A,2014-15,Menzies Institute for Medical Research,"Level 1, Medical Science 1/17 Liverpool St, Hobart TAS 7000, Australia",TAS,-42.8783874,147.3297882
ENERGY DEVELOPMENTS LIMITED,MORANBAH NORTH CMM POWER STATION,F,QLD,1581863.0,439406.0,238554.0,0.0,238554.0,0.5429010983008881,On,NEM,Waste Coal Mine Gas,N/A,2014-15,Moranbah North Coal PTY Ltd.,"Goonyella Rd, Moranbah QLD 4744, Australia",QLD,-21.8853292,147.9657585
ENERGY DEVELOPMENTS LIMITED,MT MAGNET REMOTE POWER STATION,F,WA,12419.0,3450.0,2514.0,0.0,2514.0,0.7286956521739131,Off,Off-grid,Gas,N/A,2014-15,Mount Magnet Visitor Centre,"22 Hepburn St, Mount Magnet WA 6638, Australia",WA,-28.0682222,117.8486335
ENERGY DEVELOPMENTS LIMITED,MUGGA LANE LFG POWER STATION,F,ACT,79427.0,22063.0,1398.0,1.0,1399.0,0.06340932783393011,On,NEM,Landfill Gas,N/A,2014-15,LGI Mugga Lane Power Plant,"Mugga Ln, Symonston ACT 2609, Australia",ACT,-35.3953142,149.1452244
ENERGY DEVELOPMENTS LIMITED,OAKY CREEK POWER STATION,F,QLD,481153.0,133654.0,77508.0,23.0,77531.0,0.580087389827465,On,NEM,Coal Seam Methane,N/A,2014-15,Oakey Power Station,"Kearney Rd, Oakey QLD 4401, Australia",QLD,-27.4182658,151.6810198
ENERGY DEVELOPMENTS LIMITED,PEDLER CREEK LFG POWER STATION,F,SA,68940.0,19150.0,1210.0,2.0,1212.0,0.06328981723237598,On,NEM,Landfill Gas,N/A,2014-15,Pine Creek Power Station,"496 Kakadu Hwy, Pine Creek NT 0847, Australia",NT,-13.7848991,131.86164879999998
ENERGY DEVELOPMENTS LIMITED,PINE CREEK A POWER STATION,F,NT,651894.0,181082.0,90532.0,0.0,90532.0,0.49995029875967795,On,DKIS,Gas,N/A,2014-15,Pine Creek Power Station,"496 Kakadu Hwy, Pine Creek NT 0847, Australia",NT,-13.7848991,131.86164879999998
ENERGY DEVELOPMENTS LIMITED,ROGHAN ROAD LFG POWER STATION,FA,QLD,4877.0,1355.0,83.0,44.0,127.0,0.09372693726937269,On,NEM,Landfill Gas,N/A,2014-15,Kogan Creek Power Station,"1039 Banana Bridge Rd, Brigalow QLD 4412, Australia",QLD,-26.9146137,150.746994
ENERGY DEVELOPMENTS LIMITED,SANDSTONE REMOTE POWER STATION,F,WA,1831.0,509.0,406.0,0.0,406.0,0.7976424361493124,Off,Off-grid,Liquid Fuel,N/A,2014-15,Solar Energy Australia,"4 Beaumont Rd, Mount Kuring-gai NSW 2080, Australia",NSW,-33.643343,151.13303299999998
ENERGY DEVELOPMENTS LIMITED,SPRINGVALE LFG POWER STATION,F,VIC,60010.0,16669.0,1066.0,13.0,1079.0,0.06473093766872638,On,NEM,Landfill Gas,N/A,2014-15,EDL Energy,"Clayton South VIC 3169, Australia",VIC,-37.9504849,145.118993
ENERGY DEVELOPMENTS LIMITED,TAHMOOR POWER STATION,F,NSW,167241.0,46456.0,29870.0,10.0,29880.0,0.6431892543482004,On,NEM,Waste Coal Mine Gas,N/A,2014-15,Tahmoor Power Station,"2930 Old Hume Hwy, Bargo NSW 2574, Australia",NSW,-34.2473218,150.57724020000003
ENERGY DEVELOPMENTS LIMITED,TERALBA POWER STATION,F,NSW,41260.0,11461.0,7316.0,32.0,7348.0,0.6411307913794608,On,NEM,Coal Seam Methane,N/A,2014-15,Origin Energy Eraring Power Station,"Rocky Point Rd, Eraring NSW 2264, Australia",NSW,-33.0653926,151.5196425
ENERGY DEVELOPMENTS LIMITED,TOWER CSM POWER STATION,F,NSW,727327.0,202035.0,145425.0,9.0,145434.0,0.7198455713119014,On,NEM,Coal Seam Methane,N/A,2014-15,Energy Australia Mt Piper Power Station,"350 Boulder Rd, Portland NSW 2847, Australia",NSW,-33.3505828,150.0298347
ENERGY DEVELOPMENTS LIMITED,WARMUN REMOTE POWER STATION,F,WA,9744.0,2707.0,1967.0,0.0,1967.0,0.726634650905061,Off,Off-grid,Liquid Fuel,N/A,2014-15,Warmun Clinic,"Warmun WA 6743, Australia",WA,-17.0204105,128.2173461
ENERGY DEVELOPMENTS LIMITED,WEST BELCONNEN LFG POWER STATION,F,ACT,11163.0,3101.0,201.0,8.0,209.0,0.06739761367300871,On,NEM,Landfill Gas,N/A,2014-15,LGI Mugga Lane Power Plant,"Mugga Ln, Symonston ACT 2609, Australia",ACT,-35.3953142,149.1452244
ENERGY DEVELOPMENTS LIMITED,WILUNA REMOTE POWER STATION,F,WA,8252.0,2292.0,1657.0,0.0,1657.0,0.7229493891797557,Off,Off-grid,Liquid Fuel,N/A,2014-15,Wiluna Power Station,"65 Thompson St, Wiluna WA 6646, Australia",WA,-26.5920919,120.2191593
ENERGY DEVELOPMENTS LIMITED,WINGFIELD 1 LFG POWER STATION,F,SA,57947.0,16096.0,1019.0,1.0,1020.0,0.06336978131212724,On,NEM,Landfill Gas,N/A,2014-15,,,,,
ENERGY DEVELOPMENTS LIMITED,WINGFIELD 2 LFG POWER STATION,F,SA,59665.0,16574.0,1049.0,1.0,1050.0,0.06335223844575842,On,NEM,Landfill Gas,N/A,2014-15,,,,,
ENERGY DEVELOPMENTS LIMITED,YALGOO REMOTE POWER STATION,F,WA,2895.0,804.0,616.0,0.0,616.0,0.7661691542288557,Off,Off-grid,Liquid Fuel,N/A,2014-15,Electric Vehicle Charging Station,"34 Piesse St, Yalgoo WA 6635, Australia",WA,-28.3467524,116.6825457
ENERGY DEVELOPMENTS LIMITED,CORPORATE TOTAL,C,N/A,9195095.0,2554193.0,1256809.0,1457.0,1258266.0,,N/A,N/A,N/A,N/A,2014-15,Total Corporate Services,"1/79 Bourke Rd, Alexandria NSW 2015, Australia",NSW,-33.9182057,151.18811259999998
ENERGY WORLD CORPORATION LTD,BREWER POWER STATION,F,NT,169861.0,47184.0,30511.0,14.0,30525.0,0.6469354018311292,Off,Off-grid,Gas,N/A,2014-15,Owen Springs Power Station,"183 Brewer Rd, Hugh NT 0872, Australia",NT,-23.8632482,133.8253457
